Title,description,authors,publishedDate,categories,pages_count,price,shop_id,stock
My darling from the lions;: A novel,"A TIME Best Book of the Year and a New York Times Book Review, NYLON and ESSENCE Best Book of Fall “Rachel Long has miraculous command of the line, in all its trickery and grace and gasps, showcasing a truly refreshing voice with observant, deeply felt insight.” —Morgan Parker, author of Magical Negro Finalist for the Rathbones Folio Prize, the Costa Poetry Award, and the Forward Prize for Best First Collection Each poem in Rachel Long’s award-winning My Darling from the Lions has a vivid story to tell—of family quirks, the perils of dating, the grip of religion, or sexual awakening—stories that are, by turn, emotionally insightful, politically conscious, wise, funny, and outrageous. Told in three sections, it’s a book about growing up, falling in love with not-great men, and girlhood; a collection that speaks to femininity, divinity, familial shame, Black identity, and modern culture. Long reveals herself as a razor-sharp and original voice on the issues of sexual politics and cultural inheritance that polarize our current moment. With a fresh commitment to the power of the individual poem, her collection offers immediate, wide-awake poetry that entertains royally, without sacrificing a note of its urgency or remarkable skill. My Darling from the Lions marks the arrival of a thrilling new voice and presence in poetry.",Rachel Long,2021-09-21,Poetry,377,11.72,mega_market,False
The telling,"A chilling new novel about a girl who must delve into her past if she wants to live long enough to have a future when a series of murders that are eerily similar to the dark stories her brother used to tell start happening in her hometown. Lana used to know what was real. That was before, when her life was small and quiet. Her golden stepbrother, Ben was alive. She could only dream about bonfiring with the populars. Their wooded island home was idyllic, she could tell truth from lies, and Ben’s childhood stories were firmly in her imagination. Then came after. After has Lana boldly kissing her crush, jumping into the water from too high up, living with nerve and mischief. But after also has horrors, deaths that only make sense in fairy tales, and terrors from a past Lana thought long forgotten. Love, blood, and murder.",Alexandra Sirowy,2016-08-02,Juvenile Fiction,44,31.18,mega_market,False
"CATIA Version 5 Workbook, Release 10 & 11","This workbook is an introduction to the main Workbench functions CATIA V5 has to offer. The book's objective is to instruct anyone who wants to learn CATIA V5 Release 19 through organized, graphically rich, step-by-step instructions on the software's basic processes and tools. This book is not intended to be a reference guide. The lessons in this workbook present basic real life design problems along with the workbenches, toolbars, and tools required to solve these problems. Each lesson is presented with sep-by-step instructions. Although most of the steps are detailed for the beginner, the steps and processes are numbered and bolded so the more experienced user can go directly to the subject area of interest. Each lesson consists of an introduction, objectives, an introduction to the workbench and toolbars used in the lesson, step-by-step instructions, and concludes with a summary. Review questions and additional practice exercises are at the end of each lesson. Table of Contents 1. Introduction to CATIA V5 2. Navigating the CATIA V5 Environment 3. Sketcher Workbench 4. Part Design Workbench 5. Drafting Workbench 6. Drafting Workbench 7. Complex Parts & Multiple Sketch Parts 8. Assembly Design Workbench 9. Generative Shape Design Workbench 10. Generative Shape Design Workbench 11. DMU Navigator 12. Rendering Workbench 13. Parametric Design",Richard Cozzens,2009,Computers,254,59.42,mega_market,False
Punctuation Power: Punctuation and How to Use It,"Explains the purpose and importance of punctuation and how it is used, covering apostrophes, colons, commas, exclamation points, hyphens, parentheses, slashes, and more.",Marvin Terban,2000-04-01,Language Arts & Disciplines,356,20.1,mega_market,True
Remembered Gardens,"Gardening writers look back on their first gardens, and share information on preparation, planning, and favorite plantings",Ferris Cook,1993,Gardening,185,10.86,mega_market,False
Greenpeace Calendar 2004: Steppping Lightly on the Earth (Workman Wall Calendars),"Principles of Management is designed to meet the scope and sequence requirements of the introductory course on management. This is a traditional approach to management using the leading, planning, organizing, and controlling approach. Management is a broad business discipline, and the Principles of Management course covers many management areas such as human resource management and strategic management, as well as behavioral areas such as motivation. No one individual can be an expert in all areas of management, so an additional benefit of this text is that specialists in a variety of areas have authored individual chapters. Contributing Authors David S. Bright, Wright State University Anastasia H. Cortes, Virginia Tech University Eva Hartmann, University of Richmond K. Praveen Parboteeah, University of Wisconsin-Whitewater Jon L. Pierce, University of Minnesota-Duluth Monique Reece Amit Shah, Frostburg State University Siri Terjesen, American University Joseph Weiss, Bentley University Margaret A. White, Oklahoma State University Donald G. Gardner, University of Colorado-Colorado Springs Jason Lambert, Texas Woman's University Laura M. Leduc, James Madison University Joy Leopold, Webster University Jeffrey Muldoon, Emporia State University James S. O'Rourke, University of Notre Dame","Openstax, David S. Bright, Anastasia H. Cortes",2022-03-25,Business & Economics,286,25.72,mega_market,True
Decisive Battles of the Western World Vol. 3 From American Civil War to end of 2nd WW,"Written by the pioneer of British armoured warfare, this is an accessible and comprehensive guide to the battles that changed the course of history, explaining both the events themselves and their historical importance.",John Frederick Charles Fuller,2001,Battles,293,141.05,mega_market,True
The Bible Story,The stories in this booklet are but a cross section of the more than 400 stories that comprise the 10 volumes of: The Bible story.,Arthur Stanley Maxwell,1997,"Bible stories, English",258,83.59,mega_market,True
Shades of Justice : A Novel,"Determined to reach her goal of becoming a judge, Gwen Parrish believes she is willing to make any sacrifices needed, but when faced with having to give up her affair with a married man, she struggles with the decisions she is going to have to make to attain her dream. Reprint.",Linda M. Bullard,1999-06-07,Fiction,152,70.9,mega_market,True
Scrapbooking Plus! More Than Just Paper,Presents a new dimension in scrapbooking. This book aims at letting crafters of all levels celebrate their memories with scrapbook albums. It offers more than the traditional style of scrapbooking.,"Kathleen Greco, Nick Greco",2005,Crafts & Hobbies,244,78.2,mega_market,True
Farmall Tractors (Enthusiast Color),Perfection embodied inthe general purpose tractor. Color photos of historic models.,Lee Klancher,1995,Transportation,135,87.67,mega_market,True
"Green Justice: The Environment And The Courts, Second Edition","Do trees have legal rights? What risks to the environment should we legally try to control or prevent? In this updated edition of Green Justice, the authors further explore the interrelationship between the legal system and the environment, using key environmental law cases (over half of which are new selections) on such topics as population and biodiversity?and as recent as 1990. The authors' liberal arts approach leads to a wide spectrum of related topics: the history of the common law, the political science of administrative agencies, our obligation to future generations, and the ecology of species extinction.With the help of explanatory introductions, study questions, and references to relevant literature, students are challenged to determine for themselves how the cases should have been decided and how they link up to broader issues. This accessible text is ideal for undergraduate courses in environmental law and environmental policy as well as nonlaw graduate courses in planning or public administration.",Thomas M Hoban,2018-02-20,Political Science,340,25.1,mega_market,True
How to File for Divorce in Minnesota,"A divorce can be the most painful and expensive experience of your life. Whether you use a lawyer or not, protect yourself by getting all of the information you need about divorce laws and your legal rights. How to File for Divorce in Minnesota simplifies and thoroughly explains what you need to know about getting a divorce in the state of Minnesota. Complete with step-by-step instructions and the forms you need, this book simplifies filing for divorce, obtaining support and settling parental arrangements. This book explains in simple language: All the Minnesota divorce forms you need; Minnesota divorce laws; Child Support; Child custody and parenting time; The parenting plan; Spousal maintenance (alimony); Protecting your assets, yourself and your children; How to deal with abuse; Court procedures; Legal separation; Grounds for divorce; Contested and uncontested divorce--Alternative dispute resolutions; Property division; The collaborative law process; How the legal system works; When you need a lawyer and how to work with one.",Thomas Tuft,2001,Divorce,442,91.87,mega_market,True
On Artillery,"Gudmundsson tells the story of field artillery in the 20th century and its impact on the major conflicts of our time. Its purpose is to provide the reader--whether artilleryman or not--with hitherto unavailable insights on the role that artillery plays in the larger battle and how that has helped shape the world that we live in today. Unique aspects of the book include the treatment of technical issues in non-technical language, the extensive use of German and French sources generally unavailable to the English-speaking reader, the shattering of some long-cherished myths, and the discussion of issues that are often papered over in the literature of field artillery--losses from friendly fire, the frequent impotence of counter-battery fire, and the French origins of current American doctrine. The bulk of the literature on field artillery can be fairly described as gunner propaganda. Gudmundsson, with his emphasis on the way artillery interacts with other arms and the dynamics of the battle as a whole, takes a more balanced and a more critical view, dealing with the failures as well as the achievements of field artillery. This study provides a thorough overview of field artillery in non-technical language that will be of interest to military professionals, military historians, and wargamers.",Bruce I. Gudmundsson,1993,History,218,126.79,mega_market,False
Best Restaurants in Paris,"If you’re passionate about eating well, you couldn’t ask for a better travel companion than Alexander Lobrano’s charming, friendly, and authoritative Hungry for Paris, the fully revised and updated guide to this renowned culinary scene. Having written about Paris for almost every major food and travel magazine since moving there in 1986, Lobrano shares his personal selection of the city’s best restaurants, from bistros featuring the hottest young chefs to the secret spots Parisians love. In lively prose that is not only informative but a pleasure to read, Lobrano reveals the ambience, clientele, history, and most delicious dishes of each establishment—alongside helpful maps and beautiful photographs that will surely whet your appetite for Paris. Praise for Hungry for Paris “Hungry for Paris is required reading and features [Alexander Lobrano’s] favorite 109 restaurants reviewed in a fun and witty way. . . . A native of Boston, Lobrano moved to Paris in 1986 and never looked back. He served as the European correspondent for Gourmet from 1999 until it closed in 2009 (also known as the greatest job ever that will never be a job again). . . . He also updates his website frequently with restaurant reviews, all letter graded.”—Food Republic “Written with . . . flair and . . . acerbity is the new, second edition of Alexander Lobrano’s Hungry for Paris, which includes rigorous reviews of what the author considers to be the city’s 109 best restaurants [and] a helpful list of famous Parisian restaurants to be avoided.”—The Wall Street Journal “A wonderful guide to eating in Paris.”—Alice Waters “Nobody else has such an intimate knowledge of what is going on in the Paris food world right this minute. Happily, Alexander Lobrano has written it all down in this wonderful book.”—Ruth Reichl “Delightful . . . the sort of guide you read before you go to Paris—to get in the mood and pick up a few tips, a little style.”—Los Angeles Times “No one is ‘on the ground’ in Paris more than Alec Lobrano. . . . This book will certainly make you hungry for Paris. But even if you aren’t in Paris, his tales of French dining will seduce you into feeling like you are here, sitting in your favorite bistro or sharing a carafe of wine with a witty friend at a neighborhood hotspot.”—David Lebovitz, author of The Sweet Life in Paris “Hungry for Paris is like a cozy bistro on a chilly day: It makes you feel welcome.”—The Washington Post “This book will make readers more than merely hungry for the culinary riches of Paris; it will make them ravenous for a dining companion with Monsieur Lobrano’s particular warmth, wry charm, and refreshingly pure joie de vivre.”—Julia Glass “[Lobrano is] a wonderful man and writer who might know more about Paris restaurants than any other person I’ve ever met.”—Elissa Altman, author of Poor Man’s Feast",Alexander Lobrano,2014-04-15,Travel,330,88.49,mega_market,True
THE BEAST REAWAKENS,"First Published in 2000. Routledge is an imprint of Taylor & Francis, an informa company.",Martin A. Lee,2013-10-23,Political Science,368,133.63,mega_market,True
Reflections From The Heart,"What better gift is there than for Mom to share her life’s story, straight from the heart? Children young or grown will truly love receiving this treasure for a lifetime as they read stories about their mother’s life experiences. Reflections from a Mother’s Heart is a beautiful place to record special memories that includes guided questions prompting thoughts about family history, childhood highlights, lighthearted incidents, cherished traditions, and spiritual lessons learned. The completed journal provides a priceless, beloved gift that will be cherished for generation after generation.",Jack Countryman,2010-03-29,Religion,235,29.35,mega_market,True
Women Without Men: Mennonite Refugees of the Second World War (Studies in Gender and History),"The story of thousands of Mennonite women who, having lost their husbands and fathers, assumed altered gender roles in their adopted homeland and created a culture of women refugees with its own distinctive historical narrative.",Marlene Epp,2000-01-01,History,302,125.62,mega_market,True
The Boys on the Bus: Riding with the Campaign Press Corps,"Cheap booze. Flying ﬂeshpots. Lack of sleep. Endless spin. Lying pols. Just a few of the snares lying in wait for the reporters who covered the 1972 presidential election. Traveling with the press pack from the June primaries to the big night in November, Rolling Stone reporter Timothy Crouse hopscotched the country with both the Nixon and McGovern campaigns and witnessed the birth of modern campaign journalism. The Boys on the Bus is the raucous story of how American news got to be what it is today. With its verve, wit, and psychological acumen, it is a classic of American reporting.",Timothy Crouse,2003-08-12,History,227,102.77,mega_market,True
Why Shoot A Butler,"A New York Times and USA Today Bestseller! ""Miss Heyer's characters and dialogue are an abiding delight to me."" —Dorothy L. Sayers Every family has secrets, but the Fountains' are turning deadly? On a dark night, along a lonely country road, barrister Frank Amberley stops to help a young lady in distress and discovers a sports car with a corpse behind the wheel. The girl protests her innocence, and Amberley believes her?at least until he gets drawn into the mystery and the clues incriminating Shirley Brown begin to add up? In an English country-house murder mystery with a twist, it's the butler who's the victim, every clue complicates the puzzle, and the bumbling police are well-meaning but completely baffled. Fortunately, in ferreting out a desperate killer, amateur sleuth Amberley is as brilliant as he is arrogant, but this time he's not sure he wants to know the truth? PRAISE FOR WHY SHOOT A BUTLER? ""If genteel mysteries are your cup of tea, you have here a steaming teapot just waiting to be poured.""— Bestsellers ""Georgette Heyer is second to none.""— Sunday Times ""Heyer is an author to read ? this means you!""—New York Herald Tribune ""Sharp, clear, and witty""— New Yorker",Georgette Heyer,2009-04-01,Fiction,175,94.51,mega_market,True
State Fair,"Each member of the Frake family attends the fair with a purpose. Father Abel Frake, farmer and stock breeder, wants his Hampshire boar ""Blue Boy"" to win the sweepstakes. Abel's wife Melissa wants to win blue ribbons for her pickles. Son Wayne wants revenge at the hoopla stand, a carnival game in which prizes are won by tossing rings. And daughter Margy wants some fun. Wayne and Margy are also looking for romantic adventures. This charming novel would later be adapted by Rogers and Hammerstein as a motion picture.",Phil Stong,1932,Country life,287,92.43,mega_market,True
Dread Jesus,"Dread Jesus explores the black, dreadlocked Jesus in the teachings of Rastafari. Is Rastafari simply a bizarre Christian cult, destined to fade if the Emporer Haile Selassie never reappears? Or could it become a vibrant Two-Thirds World reform movement, recalling Christianity to its original non-oppressing gospel for all people? Rigorously researched, William David Spencer 's unique and compelling study - which includes exclusive inteviews with major Rastafarian thinkers and close analysis of the lyrics of many reggae songs - will prove genuinely accessible to anyone who wishes to learn more about Rastafari and its significance for global Christianity.",William David Spencer,2011-06-14,Religion,236,26.65,mega_market,True
Knowledge of Water (Ballantine Reader's Circle),"During the devastating floods of 1910, Perdita Halley, a young woman studying music in Paris, finds herself falling passionately in love with Baron Alexander von Reisden, and together they flee a madman with dual personalities and investigate the theft of the Mona Lisa. Reprint.",Sarah Smith,1997,Fiction,357,99.87,mega_market,True
My life in the South,"MY LIFE IN THE SOUTH is Jacob Stroyer's absorbing first person account of his experiences of life as a slave. Jacob Stroyer was born into slavery in 1849 on a large plantation in South Carolina. In 1864 after the Civil War ended, Stroyer moved north and became an African Methodist Episcopal minister in Salem Massachusetts. Originally published in 1879, Stroyer's records his memories of his life in the south. While he describes his experiences and the burdens of life as a slave along with the severity of the discipline on a plantation, he also includes some of the customs of both slaves and their owners.This new and enlarged edition was printed in 1885 and is considered a valuable resource for all ages.",Jacob Stroyer,1890,Slavery,399,65.83,mega_market,True
Name Your Price (Desire),"Some prices are too high to pay… Unfortunately, millionaire Trace Ashton had discovered this cold truththe hard way when his fiancée had accepted aone-hundred-thousand-dollar buy off. The betrayal had left Trace abitter, vengeful man. So when Becca Marshall dared to return to NapaValley and the social circles he enjoyed, Trace plotted his fieryrevenge.But even as he seduced Becca, Trace realized she was keeping secrets.Her modest lifestyle belied her acceptance of an Ashton buy off. Wasshe innocent of the deceptions Trace had believed for so long…andwould his quest for the truth cost him more than he was willing to pay?",Barbara McCauley,2009-11-01,Fiction,211,18.86,mega_market,False
The philosopher's Stone,"Analyzes three important alchemical treatises from the 17th century, explaining them symbolically, psychologically, and magically. This title also includes illustrations, a glossary, a biographical dictionary, a bibliography, an index, and an introduction.",Israel Regardie,2013,"Body, Mind & Spirit",203,38.74,mega_market,True
Healing Back Pain Naturally: The Mind-Body Program Proven to Work,"A holistic approach to dealing with back pain explains how to use an all-natural program that combines mind-body techniques, specific stretching exercises, breathing techniques, diet and nutrition, and mental pain-coping strategies. Reprint.","Art Brownstein, Joan Borysenko",2001-06-01,Family & Relationships,216,71.96,mega_market,True
Green Arrow: The Longbow Hunters,"From Mike Grell, who is considered one of the most influential Green Arrow talents, this is the first time these cult-favorite stories from the 1980s and early 1990s have been collected in omnibus hardcover format. For the first time collected into omnibus hardcover format, read the now-cult-classic stories from 1986-1990 by Mike Greel that repositioned Green Arrow as an inner-city crusader for justice. Green Arrow takes on Russian spies, his sometime foe Shado, oil companies, drug cartels, the IRA, and he even discovers he'll be a father. Best of all, discover the origin of the Emerald Archer and his superhero sidekick Speedy!",Mike Grell,2020-09,Comics & Graphic Novels,267,149.02,mega_market,False
The Skyward Trend of Thought: The Metaphysics of the American Skyscraper,Thomas van Leeuwen rejects the functionalist view of skyscraper production and instead sets up a very different argument - one that resurrects the powerful aesthetic and ideological values of the mythical skyscraper.,Thomas A. P. van Leeuwen,1988,Architecture,241,70.29,mega_market,True
"The New York Times Toughest Crossword Puzzles, Volume 8 (NY Times)","The biggest, best collection of Sunday crosswords ever published!",The New York Times,2006-09-19,Games & Activities,300,30.97,mega_market,True
Passion's Fire,"Fleeing from an arranged marriage aboard a stagecoach bound for Springfield, beautiful Samantha Johnston encounters devastatingly handsome Troy Gilbert, and as desire flares between them, betrayal, war, and dark secrets threaten to them apart. Original.",Cassie Edwards,2001,Fiction,267,136.24,mega_market,False
What Happens In Paris (Stays In Paris?) (Harlequin Next),"Harlequin Special Edition brings you three new titles for one great price, available now! These are heartwarming, romantic stories about life, love and family. This Harlequin Special Edition bundle includes Falling for Fortune by Nancy Robards Thompson, Healed with a Kiss by Gina Wilkins and The Bachelor Doctor's Bride by Caro Carson. Look for 6 compelling new stories every month from Harlequin Special Edition!","Nancy Robards Thompson, Gina Wilkins, Caro Carson",2014-05-01,Fiction,152,14.93,mega_market,True
The Fabric of Faithfulness: Weaving Together Belief & Behavior During the University Years,"How do parents, professors, campus ministers, youth pastors and others help students learn to connect what they believe about the world with how they live in it? Steven Garber answers this question in this revised edition which includes a new chapter on life formation.",Steven Garber,2007-01-11,Religion,325,27.74,mega_market,True
Best Actress,"Ingrid Bergman. Audrey Hepburn. Elizabeth Taylor. Jane Fonda. Meryl Streep. The list of women who have won the coveted and legendary Academy Award for Best Actress is long and varied. Through this illustrious roster we can trace the history of women in Hollywood, from the rise of Mary Pickford in the early 20th century to the #MeToo and Time’s Up movements of today, which have galvanized women across the world to speak out for equal pay, respect, power, and opportunity. This lavishly illustrated coffee table book offers a vital examination of the first 75 women to have won the Best Actress Oscar over the span of 90 years. From inaugural recipient Janet Gaynor to Frances McDormand’s 2018 acceptance speech that assertively brought women to the forefront, Best Actress: The History of Oscar®-Winning Women serves to promote a new appreciation for the cinematic roles these women won for, as well as the real-life roles many of them played – and still play – in advancing women’s rights and equality. Stories range from Bette Davis’ groundbreaking battle against the studio system; to the cutting-edge wardrobes of Katharine Hepburn, Diane Keaton and Cher; to the historical significance of Halle Berry’s victory; to the awareness raised around sexual violence by the performances of Jodie Foster, Brie Larson, and others. Showcasing a dazzling collection of 200 photographs, many of which have never before been seen or published, Best Actress honors the legacies of these revered and extraordinary women while scrutinizing the roadblocks that they continue to overcome.",Stephen Tapert,2019-12-10,Performing Arts,248,76.32,mega_market,True
Institutes of Elenctic Theology 3 vol. set,"Francis Turretin's 17th century classic contrasts Reformed understandings of Scripture with conflicting theological perspectives, particularly Roman Catholic, Arminian, and Socinian. Volume 3 treats the church, the sacraments, and last things.",Francis Turretin,1997,Religion,305,22.99,mega_market,True
"Teotihuacan: Reincarnation of the 25,00","World History: Cultures, States, and Societies to 1500 offers a comprehensive introduction to the history of humankind from prehistory to 1500. Authored by six USG faculty members with advance degrees in History, this textbook offers up-to-date original scholarship. It covers such cultures, states, and societies as Ancient Mesopotamia, Ancient Israel, Dynastic Egypt, India's Classical Age, the Dynasties of China, Archaic Greece, the Roman Empire, Islam, Medieval Africa, the Americas, and the Khanates of Central Asia. It includes 350 high-quality images and maps, chronologies, and learning questions to help guide student learning. Its digital nature allows students to follow links to applicable sources and videos, expanding their educational experience beyond the textbook. It provides a new and free alternative to traditional textbooks, making World History an invaluable resource in our modern age of technology and advancement.","Eugene Berger, George L Israel, Charlotte Miller",2016-09-30,History,79,90.02,mega_market,True
What is God Like?,"""Children who are introduced to God, through attending church or having loved ones who speak often about God, often have a lot of questions, including this ever-popular one: What is God like? The late Rachel Held Evans loved the Bible and loved showing God's love through the words and pictures found in that ancient text. Through these pictures from the Bible, children see that God is like a shepherd, God is like a star, God is like a gardener, God is like the wind, and more. God is a comforter and support""--","Rachel Held Evans, Matthew Paul Turner",2021,Juvenile Fiction,191,32.09,mega_market,True
20/20 Insight: 6 Keys to Seeing and Changing the Hidden Patterns That Control Our Lives and Limit Our Effectiveness,"The author shares his philosophy of personal growth through developing clear insight into the self, and offers a systematic plan to enhance awareness and limit negative behavior",Randy J. Gibbs,1998,Self-Help,291,101.12,mega_market,True
Baking with Passion,"A must-have book for any would-be baker' - Independent on Sunday 'Lepard is one of London's most inspired and inspiring breed of new young bakersa a British bread champion' - The Independent In Baking with Passion you will find simple but authoritative recipes that can easily be achieved in your own home. With tried and tested techniques, and the reassurance of carefully adapted combinations of flavours, readers will be able to easily reproduce the delicious breads, cakes, cookies and pastries that have made Baker and Spice so famous. With such a huge variety of recipes to choose from - quick biscuits and cookies that can be created on a whim to satisfy a sweet tooth, heartwarming breads that require you to invest time, love and care and delectable cakes that are nothing less than irresistible - the hardest part may be deciding what to make first! Baker and Spice have shared their secrets and used their experience to provide not only superb and reliable recipes packed with flavour, but also an essential guide to ingredients, notes for the cook and basic tips on how to make, handle and shape the dough. From wonderfully rustic sourdoughs and traditional English granary and sunflower seed bread, to classic shortbread and decadent chocolate pecan cake, this book provides step-by-step recipes that will not fail to impress, and satisfy, on every occasion.","Dan Lepard, Richard Whittington",2010,Baking,385,26.47,mega_market,False
The Waiting Game,"Discovering that her Uncle Lowell has gone missing, Sara Fraser seeks out Adrian Saville, a recluse Lowell had told her to contact if anything should ever happen to him, but when they determine that a renegade agent is in the area, they know Lowell is introuble.",Jayne Ann Krentz,2011,Fiction,199,123.41,mega_market,True
Addicted,"We're busier than we need to be, busier than we want to be. And it turns out, busier than we are meant to be.",Brady Boyd,2014-09-01,Religion,293,112.74,mega_market,True
Words Every Child Must Hear,"Divided into sections for newborns, toddlersm and school-age childrem, this title is a treasure-trove of nourishment.",Cynthia Good,2001-10,Family & Relationships,220,139.56,mega_market,True
Paradoxes,"An introduction to paradoxes showing that they are more than mere puzzles but can prompt new ways of thinking. Thinkers have been fascinated by paradox since long before Aristotle grappled with Zeno's. In this volume in The MIT Press Essential Knowledge series, Margaret Cuonzo explores paradoxes and the strategies used to solve them. She finds that paradoxes are more than mere puzzles but can prompt new ways of thinking. A paradox can be defined as a set of mutually inconsistent claims, each of which seems true. Paradoxes emerge not just in salons and ivory towers but in everyday life. (An Internet search for “paradox” brings forth a picture of an ashtray with a “no smoking” symbol inscribed on it.) Proposing solutions, Cuonzo writes, is a natural response to paradoxes. She invites us to rethink paradoxes by focusing on strategies for solving them, arguing that there is much to be learned from this, regardless of whether any of the more powerful paradoxes is even capable of solution. Cuonzo offers a catalog of paradox-solving strategies—including the Preemptive-Strike (questioning the paradox itself), the Odd-Guy-Out (calling one of the assumptions into question), and the You-Can't-Get-There-from-Here (denying the validity of the reasoning). She argues that certain types of solutions work better in some contexts than others, and that as paradoxicality increases, the success of certain strategies grows more unlikely. Cuonzo shows that the processes of paradox generation and solution proposal are interesting and important ones. Discovering a paradox leads to advances in knowledge: new science often stems from attempts to solve paradoxes, and the concepts used in the new sciences lead to new paradoxes. As Niels Bohr wrote, “How wonderful that we have met with a paradox. Now we have some hope of making progress.”",Margaret Cuonzo,2014-02-14,Philosophy,260,19.58,mega_market,True
How to Have a XXX Sex Life : The Ultimate Vivid Guide,"The biggest names in adult entertainment lend their erotic experience and knowledge to a comprehensive guide to 'making love like a star'. Who is better qualified to share their sexual secrets than people who spend every day perfecting their lovemaking technique? Drawing from their extensive experience both on camera and off, the wildly popular and incredibly hot Vivid Girls—along with male star Bobby Vitale and the legendary adult filmmakers Paul Thomas, Justin Sterling, and ChiChi LaRue—provide hundreds of provocative sex tips for at-home amateurs who want to create exciting new sexual scenarios and incorporate the element of fantasy into their sex life. Whether you want to improve your oral sex skills, bring toys to bed, or simply try out a new position or 20, the Vivid panel of experts is here to help make your erotic productions the award-winning creations they deserve to be. After the basics of seduction and setting the scene, they cover detailed technical lovemaking tips. By the end of the book, you might be ready for 'advanced' techniques, including multiple orgasms, multiple partners, anal sex, and more. Whatever you choose to use, or leave to the realm of fantasy, all of it is designed to help you and your partner have the most satisfying sex ever. Take your sex life to a higher level—to a place where inhibitions fall away and creativity and a sense of adventure flourish!",Vivid Girls,2009-10-13,Health & Fitness,320,87.74,mega_market,True
The Soldier and the Rebel,"The danger, hardship, and turmoil of the Civil War form the backdrop for these two tales of romance, adventure, honor, and betrayal. Reprint.",Patricia Potter,1999,Fiction,350,109.24,mega_market,True
The mystics of Spain (Ethical and religious classics of the East and West),"Originally published in 1951, this volume gives a general survey of the Golden Age of Spanish mysticism, following this with translations of extracts from 15 leading authors in this field. The selections from each author are preceded by details of editions and studies, thereby making this not only an authoritative study on the treasures of Spanish mysticism but also a valuable anthology and starting point for further reading.",E. Allison Peers,2021-11-29,Religion,382,136.37,mega_market,False
Psychic Healing with Spirit Guides and Angels,"A step-by-step guide to hands-on and psychic healing, this comprehensive book presents a complete program of soul development for self-healing, healing with others, and Earth healing. Advanced skills include healing karma and past lives, soul retrieval, releasing entities and spirit attachments, and understanding and aiding the death process.",Diane Stein,1996,"Body, Mind & Spirit",339,77.49,mega_market,False
RICK STEVES' EUROPE 101: HISTORY AND ART FOR THE TRAVELER.,"Now in full-color comes a witty and engaging look at Europe's history and art, from America's European travel expert, Rick Steves. Rick Steves' Europe 101 helps you make the most of your sightseeing. A fun but informative guide, this ""professor in your pocket"" features chronologically organized chapters-from the pyramids to Picasso-that explain the forces behind Europe's most important cultural and artistic periods. Other features include handy lists of sights that allow you to link your newly acquired knowledge with the specific paintings, sculptures, and buildings you'll see on your trip, a humorous, readable style that is a joy to read compared with the history textbooks you slept on in school, and timelines, maps, drawings, and photos that illustrate Europe's story and round out your education.","Rick Steves, Gene Openshaw",2007-05-17,Travel,359,143.18,mega_market,True
A Heart As Wide as the World,"A book by a popular Buddhist teacher offers genuine aid and comfort for anyone on the spiritual path, discussing the inevitable ups and downs of meditation practice, the cultivation of wisdom and compassion, and how to incorporate the benefits of meditation into our lives. Reprint. 20,000 first printing.",Sharon Salzberg,1999,Philosophy,185,27.15,mega_market,True
Finding Amelia: The True Story of the Earhart Disappearance [With DVD],"For more than 70 years, the disappearance of Amelia Earhart and her navigator Fred Noonan during a flight over the Central Pacific has remained one of history's most debated mysteries. Revealing new information uncovered by the International Group for Historic Aircraft Recovery (TIGHAR), this book offers the first fully documented history of what happened. An accompanying DVD reproduces the documents, reports, and technical studies cited in the text, allowing instant review and verification of the sources.",Ric Gillespie,2009-09-01,Biography & Autobiography,313,70.65,mega_market,False
The Best Book of Bugs,"The Best Book of Bugs looks at the life cycles, habitats, and amazing diversity of insects and spiders in stunning close-up detail. This book has everything a young etymologist would ever want to know.",Claire Llewellyn,2005-09-15,Juvenile Nonfiction,312,45.44,mega_market,True
Covering Home,"Willie Mays said that good players can play with their bodies, but great players play with their hearts and minds as well. The same is true for fathering. In Covering Home, author Jack Petrash combines a love for children with his love for the game of baseball to give fathers, or fathers-to-be, a new perspective on raising children. The Baltimore Orioles had a unique outfielder once named Ken Singleton, and he had an unusual habit: whenever he stepped up to bat, he would reach down and pick up three pebbles. These pebbles were a reminder that each time he batted he was entitled to three good pitches. This act heightened his awareness, and increased his patience and discipline as a hitter. I think fathers need a similar ritual. We should stop before our front door when we are about to make the transition to our children's world and imagine that we are about to pick up three stones. At this moment we should remind ourselves that we are going to spend these three hours with the most important people in the world. —from Covering Home . . . Quotes on the hardcover edition: ""Will immediately become the kind of book passed on from friend to friend, from father to father, and from father to son or daughter. . . . There are many more detailed books on fatherhood that are essential for a dad's -library, but none so precious as this small wonder.""—Publishers Weekly ""Petrash delivers more than just tips about patience and preparation, timing and tolerance. Like a veteran manager, he hands out inspiration and discipline in equal measures, and shows us how we can be more than we ever imagined.""—Utne Reader",Jack Petrash,2000-04,Family & Relationships,183,31.75,mega_market,True
